iucn,IUCN Category,spec,Species,cou,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,CAN,Canada,PC,Percentage,0,Units,,,25,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,CAN,Canada,PC,Percentage,0,Units,,,13,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,CAN,Canada,PC,Percentage,0,Units,,,60,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,CAN,Canada,PC,Percentage,0,Units,,,34,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,CAN,Canada,PC,Percentage,0,Units,,,29,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,CAN,Canada,PC,Percentage,0,Units,,,6,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MARINE_F,Marine Fish,CAN,Canada,PC,Percentage,0,Units,,,4,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,CAN,Canada,PC,Percentage,0,Units,,,24,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,99,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,99,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,75,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,75,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,2,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,2,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,15,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,15,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,8,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,8,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,25,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,25,,
ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,,,1,,
ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,35,,
ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,CZE,Czech Republic,NBR,Number,0,Units,,,3,,
ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,,,3,,
ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,NBR,Number,0,Units,,,412,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,2,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,2,,
CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,,,10,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,35,,
CRITICAL_IND,Number of critically endangered indigenous species,REPTILE,Reptiles,CZE,Czech Republic,NBR,Number,0,Units,,,1,,
CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,,,1,,
CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,NBR,Number,0,Units,,,284,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,15,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,15,,
VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,,,4,,
VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,45,,
VULNERABLE_IND,Number of vulnerable indigenous species,REPTILE,Reptiles,CZE,Czech Republic,NBR,Number,0,Units,,,3,,
VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,,,3,,
VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,NBR,Number,0,Units,,,212,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,8,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,8,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,,,15,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CZE,Czech Republic,NBR,Number,0,Units,,,115,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CZE,Czech Republic,NBR,Number,0,Units,,,7,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,,,7,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,NBR,Number,0,Units,,,908,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CZE,Czech Republic,NBR,Number,0,Units,,,25,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,NBR,Number,0,Units,,,25,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CZE,Czech Republic,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CZE,Czech Republic,PC,Percentage,0,Units,,,43,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CZE,Czech Republic,PC,Percentage,0,Units,,,58,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CZE,Czech Republic,PC,Percentage,0,Units,,,71,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,PC,Percentage,0,Units,,,54,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CZE,Czech Republic,PC,Percentage,0,Units,,,42,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,PC,Percentage,0,Units,,,42,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,CZE,Czech Republic,PC,Percentage,0,Units,,,16,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,CZE,Czech Republic,PC,Percentage,0,Units,,,43,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,CZE,Czech Republic,PC,Percentage,0,Units,,,58,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,CZE,Czech Republic,PC,Percentage,0,Units,,,71,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,PC,Percentage,0,Units,,,54,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,CZE,Czech Republic,PC,Percentage,0,Units,,,42,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,CZE,Czech Republic,PC,Percentage,0,Units,,,42,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,55,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,36,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,2,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,6,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,8,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,2,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,6,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,,,10,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,DNK,Denmark,NBR,Number,0,Units,,,84,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,,,5,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,DNK,Denmark,NBR,Number,0,Units,,,162,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,DNK,Denmark,NBR,Number,0,Units,,,8,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,DNK,Denmark,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,DNK,Denmark,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,DNK,Denmark,PC,Percentage,0,Units,,,7,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,DNK,Denmark,PC,Percentage,0,Units,,,4,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,DNK,Denmark,PC,Percentage,0,Units,,,15,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,DNK,Denmark,PC,Percentage,0,Units,,,19,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,DNK,Denmark,PC,Percentage,0,Units,,,16,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,DNK,Denmark,PC,Percentage,0,Units,,,7,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,DNK,Denmark,PC,Percentage,0,Units,,,10,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,DNK,Denmark,PC,Percentage,0,Units,,,22,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,69,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,69,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,3,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,4,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,5,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,12,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,3,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,4,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,5,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,7,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,FIN,Finland,NBR,Number,0,Units,,,87,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,FIN,Finland,NBR,Number,0,Units,,,1,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,,,1,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,FIN,Finland,NBR,Number,0,Units,,,197,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,FIN,Finland,NBR,Number,0,Units,,,12,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,FIN,Finland,PC,Percentage,0,Units,,,9,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,FIN,Finland,PC,Percentage,0,Units,,,35,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,FIN,Finland,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,FIN,Finland,PC,Percentage,0,Units,,,14,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,FIN,Finland,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,FIN,Finland,PC,Percentage,0,Units,,,17,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,FIN,Finland,PC,Percentage,0,Units,,,10,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,FIN,Finland,PC,Percentage,0,Units,,,36,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,FIN,Finland,PC,Percentage,0,Units,,,20,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,FIN,Finland,PC,Percentage,0,Units,,,14,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,FIN,Finland,PC,Percentage,0,Units,,,21,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,FIN,Finland,PC,Percentage,0,Units,,,17,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,FRA,France,NBR,Number,0,Units,,,80,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,FRA,France,NBR,Number,0,Units,,,6,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,FRA,France,NBR,Number,0,Units,,,4,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,FRA,France,NBR,Number,0,Units,,,5,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,FRA,France,NBR,Number,0,Units,,,15,,
CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,16,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,FRA,France,NBR,Number,0,Units,,,92,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,FRA,France,PC,Percentage,0,Units,,,14,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,FRA,France,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,FRA,France,PC,Percentage,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,FRA,France,PC,Percentage,0,Units,,,23,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,FRA,France,PC,Percentage,0,Units,,,19,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,FRA,France,PC,Percentage,0,Units,,,32,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,103,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,89,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,9,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,8,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,11,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,28,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,9,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,8,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,11,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,39,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,DEU,Germany,NBR,Number,0,Units,,,94,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,DEU,Germany,NBR,Number,0,Units,,,8,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,,,8,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,DEU,Germany,NBR,Number,0,Units,,,1410,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,DEU,Germany,NBR,Number,0,Units,,,28,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,DEU,Germany,PC,Percentage,0,Units,,,34,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,DEU,Germany,PC,Percentage,0,Units,,,36,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,DEU,Germany,PC,Percentage,0,Units,,,62,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,DEU,Germany,PC,Percentage,0,Units,,,36,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,DEU,Germany,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,DEU,Germany,PC,Percentage,0,Units,,,30,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,DEU,Germany,PC,Percentage,0,Units,,,38,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,DEU,Germany,PC,Percentage,0,Units,,,39,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,DEU,Germany,PC,Percentage,0,Units,,,62,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,DEU,Germany,PC,Percentage,0,Units,,,40,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,DEU,Germany,PC,Percentage,0,Units,,,30,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,DEU,Germany,PC,Percentage,0,Units,,,35,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,665,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,GRC,Greece,NBR,Number,0,Units,,,511,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,GRC,Greece,NBR,Number,0,Units,,,154,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,601,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,GRC,Greece,NBR,Number,0,Units,,,469,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,GRC,Greece,NBR,Number,0,Units,,,125,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,16,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,GRC,Greece,NBR,Number,0,Units,,,4,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,GRC,Greece,NBR,Number,0,Units,,,12,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,19,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,GRC,Greece,NBR,Number,0,Units,,,5,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,GRC,Greece,NBR,Number,0,Units,,,14,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,28,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,GRC,Greece,NBR,Number,0,Units,,,5,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,GRC,Greece,NBR,Number,0,Units,,,23,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,63,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,GRC,Greece,NBR,Number,0,Units,,,14,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,GRC,Greece,NBR,Number,0,Units,,,49,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,GRC,Greece,NBR,Number,0,Units,,,16,,
